lang_name	keep_rows	remove_rows	total_rows	keep_tokens	remove_tokens	total_tokens	keep_disk	remove_disk	total_disk	source
kki_Latn	283	25	308	122535	10824	133359	1.11MB	46.93KB	1.16MB	fineweb-2
soq_Latn	283	11	294	177268	6890	184158	1.35MB	24.29KB	1.37MB	fineweb-2
atb_Latn	282	31	313	144505	15885	160390	930.45KB	135.34KB	1.04MB	fineweb-2
cbc_Latn	282	30	312	253066	26921	279987	2.38MB	202.61KB	2.58MB	fineweb-2
smk_Latn	281	37	318	176335	23218	199553	1.25MB	183.54KB	1.43MB	fineweb-2
hig_Latn	280	22	302	153185	12039	165224	1.10MB	80.49KB	1.17MB	fineweb-2, mala
nct_Latn	280	49	329	56069	9812	65881	506.23KB	152.78KB	659.01KB	fineweb-2
swg_Latn	280	32	312	686209	78423	764632	3.01MB	1.40MB	4.41MB	fineweb-2
mlp_Latn	279	17	296	272802	16622	289424	1.66MB	68.51KB	1.73MB	fineweb-2
bss_Latn	278	57	335	166043	34097	200140	1.53MB	204.73KB	1.73MB	fineweb-2, mala
knf_Latn	277	34	311	139905	17172	157077	1.04MB	116.57KB	1.16MB	fineweb-2
kbr_Latn	275	29	304	139189	14678	153867	1.31MB	128.83KB	1.43MB	fineweb-2
aey_Latn	274	19	293	261706	18147	279853	1.76MB	103.24KB	1.86MB	fineweb-2
bmu_Latn	274	29	303	227312	24058	251370	1.94MB	209.42KB	2.14MB	fineweb-2
sig_Latn	274	26	300	242684	23028	265712	1.44MB	137.94KB	1.58MB	fineweb-2
zpl_Latn	274	27	301	220886	21766	242652	1.49MB	175.71KB	1.66MB	fineweb-2
qvs_Latn	273	20	293	147849	10831	158680	1.62MB	89.30KB	1.71MB	fineweb-2
qxr_Latn	273	29	302	131044	13925	144969	1.35MB	147.12KB	1.49MB	fineweb-2, mala
gkn_Latn	270	51	321	85658	16179	101837	728.24KB	110.49KB	838.73KB	fineweb-2
dww_Latn	269	15	284	247737	13814	261551	1.81MB	89.59KB	1.90MB	fineweb-2
kpr_Latn	268	32	300	233252	27851	261103	1.65MB	141.22KB	1.78MB	fineweb-2
mxp_Latn	268	29	297	130830	14156	144986	1.28MB	165.26KB	1.44MB	fineweb-2
ory_Latn	268	31	299	132810	15362	148172	1.01MB	194.26KB	1.20MB	fineweb-2
ted_Latn	268	14	282	82961	4333	87294	630.46KB	56.84KB	687.30KB	fineweb-2
kto_Latn	267	13	280	240219	11696	251915	1.48MB	81.02KB	1.56MB	fineweb-2
yuj_Latn	266	15	281	283233	15971	299204	2.01MB	114.50KB	2.12MB	fineweb-2
lef_Latn	265	31	296	164162	19203	183365	1.25MB	56.25KB	1.31MB	fineweb-2
sim_Latn	265	15	280	225866	12784	238650	1.45MB	87.30KB	1.53MB	fineweb-2
cnt_Latn	264	47	311	161711	28789	190500	2.02MB	193.01KB	2.20MB	fineweb-2
knc_Arab	263	27	290	884822	90837	975659	4.94MB	5.23MB	10.17MB	fineweb-2
viv_Latn	262	21	283	253839	20345	274184	2.13MB	183.80KB	2.31MB	fineweb-2
ziw_Latn	262	19	281	129849	9416	139265	1.06MB	62.58KB	1.12MB	fineweb-2
qvw_Latn	260	22	282	95637	8092	103729	1.17MB	100.35KB	1.27MB	fineweb-2
sur_Latn	259	33	292	192336	24506	216842	1.17MB	114.79KB	1.28MB	fineweb-2
cre_Latn	257	37	294	149969	21590	171559	1.34MB	400.96KB	1.73MB	mala
gog_Latn	254	29	283	149389	17056	166445	1.16MB	87.86KB	1.25MB	fineweb-2
lue_Latn	253	26	279	111055	8990	120045	1012.46KB	173.00KB	1.16MB	fineweb-2, mala
orv_Cyrl	252	49	301	16392	3187	19579	393.85KB	103.40KB	497.25KB	fineweb-2
suk_Latn	252	35	287	140846	19562	160408	1.05MB	144.48KB	1.19MB	fineweb-2
vun_Latn	252	18	270	156101	11150	167251	1.13MB	238.94KB	1.36MB	fineweb-2
niv_Latn	252	60	312	10167	2420	12587	351.01KB	87.03KB	438.04KB	mala
kde_Latn	251	20	271	87304	6956	94260	853.98KB	61.01KB	914.99KB	fineweb-2
mcq_Latn	250	30	280	170510	20461	190971	1.36MB	170.05KB	1.52MB	fineweb-2
cya_Latn	249	26	275	218500	22815	241315	1.32MB	80.53KB	1.40MB	fineweb-2
cax_Latn	248	38	286	134535	20614	155149	1.25MB	220.63KB	1.46MB	fineweb-2
chd_Latn	248	13	261	190861	10033	200894	1.32MB	572.18KB	1.87MB	fineweb-2, mala
kus_Latn	248	21	269	136220	11534	147754	822.80KB	62.87KB	885.67KB	fineweb-2
lid_Latn	248	19	267	299329	22932	322261	1.74MB	151.72KB	1.89MB	fineweb-2
koi_Latn	248	32	280	31053	4006	35059	349.10KB	152.15KB	501.25KB	mala
blz_Latn	245	27	272	168370	18555	186925	1.27MB	99.88KB	1.37MB	fineweb-2
tos_Latn	245	22	267	198306	17807	216113	2.30MB	163.97KB	2.46MB	fineweb-2
alq_Latn	244	40	284	125818	20625	146443	1.11MB	216.37KB	1.32MB	fineweb-2
knk_Latn	244	31	275	162896	20695	183591	1.03MB	79.41KB	1.11MB	fineweb-2
kpz_Latn	244	27	271	146831	16247	163078	1.09MB	151.20KB	1.24MB	fineweb-2
taj_Deva	244	29	273	160063	20281	180344	2.88MB	400.20KB	3.27MB	fineweb-2, mala
chw_Latn	243	41	284	73084	12331	85415	615.54KB	304.30KB	919.84KB	fineweb-2
tpt_Latn	243	31	274	126606	16151	142757	1.18MB	75.11KB	1.26MB	fineweb-2
yon_Latn	243	18	261	220262	16315	236577	1.57MB	123.44KB	1.69MB	fineweb-2
bfo_Latn	239	73	312	53647	16386	70033	385.62KB	158.84KB	544.46KB	fineweb-2
guj_Latn	239	20	259	656504	54937	711441	904.19KB	950.03KB	1.81MB	fineweb-2
myw_Latn	239	18	257	154513	11637	166150	1.29MB	76.21KB	1.37MB	fineweb-2
zia_Latn	238	12	250	245100	12358	257458	1.60MB	84.92KB	1.68MB	fineweb-2
bfd_Latn	237	26	263	227719	25045	252764	1.50MB	96.87KB	1.60MB	fineweb-2, mala
mil_Latn	237	35	272	155224	22923	178147	1.38MB	168.52KB	1.55MB	fineweb-2
nyo_Latn	237	13	250	106792	5880	112672	1021.19KB	59.97KB	1.06MB	fineweb-2, mala
bgs_Latn	236	24	260	94358	9595	103953	677.03KB	122.09KB	799.12KB	fineweb-2
cle_Latn	236	25	261	126172	13365	139537	1.54MB	37.24KB	1.58MB	fineweb-2
hag_Latn	236	34	270	149591	21551	171142	898.77KB	83.87KB	982.64KB	fineweb-2
kdi_Latn	236	19	255	130842	10533	141375	700.83KB	243.67KB	944.51KB	fineweb-2
sgw_Ethi	236	17	253	106968	7705	114673	1.38MB	131.95KB	1.51MB	fineweb-2
esu_Latn	235	21	256	71464	6386	77850	967.67KB	125.18KB	1.07MB	fineweb-2
lfn_Cyrl	235	22	257	542145	50754	592899	1.57MB	451.34KB	2.01MB	fineweb-2
gun_Latn	234	18	252	145570	11197	156767	1022.77KB	116.09KB	1.11MB	fineweb-2
lsm_Latn	234	26	260	131230	14581	145811	1.17MB	81.86KB	1.25MB	fineweb-2
cpy_Latn	233	13	246	85001	4742	89743	1.14MB	62.13KB	1.20MB	fineweb-2
ota_Arab	233	27	260	69447	8047	77494	869.87KB	234.90KB	1.08MB	fineweb-2
mux_Latn	232	19	251	307270	25164	332434	2.32MB	171.18KB	2.49MB	fineweb-2
mfz_Latn	231	22	253	147420	14039	161459	1.08MB	71.86KB	1.15MB	fineweb-2
aso_Latn	229	27	256	270781	31926	302707	1.91MB	294.98KB	2.20MB	fineweb-2
otw_Latn	229	22	251	75204	7224	82428	718.79KB	275.31KB	994.10KB	fineweb-2
crx_Latn	227	12	239	169341	8951	178292	1.27MB	105.36KB	1.37MB	fineweb-2
ojb_Cans	227	22	249	115470	11190	126660	1.91MB	166.77KB	2.08MB	fineweb-2
xsi_Latn	227	26	253	284324	32565	316889	1.83MB	198.00KB	2.02MB	fineweb-2
bud_Latn	226	16	242	158214	11238	169452	1.10MB	79.55KB	1.18MB	fineweb-2, mala
cjp_Latn	224	26	250	121369	14087	135456	912.10KB	67.01KB	979.11KB	fineweb-2
bhp_Latn	223	31	254	89538	12446	101984	593.60KB	306.12KB	899.72KB	fineweb-2
bjr_Latn	223	19	242	182623	15621	198244	1.68MB	169.47KB	1.85MB	fineweb-2, mala
kix_Latn	223	15	238	103406	6955	110361	839.10KB	68.98KB	908.08KB	fineweb-2
bzh_Latn	217	24	241	230218	25462	255680	1.44MB	172.54KB	1.61MB	fineweb-2
ktu_Latn	217	30	247	184729	25083	209812	799.30KB	503.01KB	1.27MB	fineweb-2, mala
cco_Latn	216	33	249	268799	41066	309865	2.26MB	414.85KB	2.67MB	fineweb-2
ipi_Latn	215	26	241	220758	26696	247454	1.65MB	165.28KB	1.81MB	fineweb-2
kud_Latn	215	20	235	139533	12979	152512	1.16MB	113.44KB	1.28MB	fineweb-2
msb_Latn	215	45	260	91259	20425	111684	637.05KB	226.80KB	863.85KB	fineweb-2, mala
mxq_Latn	215	43	258	96275	19255	115530	1.00MB	116.58KB	1.12MB	fineweb-2
sbl_Latn	213	16	229	176455	13254	189709	1.22MB	83.89KB	1.30MB	fineweb-2
kyz_Latn	212	19	231	154880	13880	168760	1.09MB	163.93KB	1.25MB	fineweb-2
kij_Latn	210	12	222	127619	7292	134911	1.09MB	68.10KB	1.15MB	fineweb-2
ter_Latn	210	13	223	144573	8949	153522	1.34MB	85.16KB	1.42MB	fineweb-2
toh_Latn	210	24	234	125466	14339	139805	854.52KB	109.65KB	964.18KB	fineweb-2
amm_Latn	209	16	225	207232	15864	223096	1.45MB	107.21KB	1.55MB	fineweb-2
esk_Latn	209	26	235	152770	19004	171774	1.19MB	1.18MB	2.37MB	fineweb-2
mtp_Latn	209	23	232	141670	15590	157260	1.29MB	162.41KB	1.45MB	fineweb-2
kxc_Ethi	208	43	251	112413	23239	135652	1.23MB	298.91KB	1.52MB	fineweb-2
cko_Latn	207	31	238	173518	25985	199503	940.04KB	118.55KB	1.03MB	fineweb-2
mmx_Latn	207	30	237	176234	25541	201775	1.05MB	169.88KB	1.22MB	fineweb-2
ngl_Latn	207	15	222	54549	3733	58282	535.63KB	70.78KB	606.41KB	fineweb-2, mala
usp_Latn	207	21	228	185408	18809	204217	1.32MB	139.65KB	1.46MB	fineweb-2
tcs_Latn	206	23	229	96355	10758	107113	613.34KB	101.35KB	714.69KB	fineweb-2
tiy_Latn	206	24	230	91832	10698	102530	677.41KB	109.24KB	786.66KB	fineweb-2
gnd_Latn	205	33	238	283668	45663	329331	1.49MB	298.61KB	1.79MB	fineweb-2
ken_Latn	205	37	242	94180	17014	111194	790.06KB	173.17KB	963.23KB	fineweb-2, mala
txu_Latn	205	39	244	247417	47069	294486	1.49MB	284.61KB	1.77MB	fineweb-2
kzj_Latn	204	21	225	80433	8279	88712	655.53KB	93.28KB	748.80KB	fineweb-2
lmp_Latn	204	26	230	113049	14432	127481	708.99KB	101.89KB	810.87KB	fineweb-2, mala
byx_Latn	199	34	233	250049	42721	292770	1.39MB	195.86KB	1.58MB	fineweb-2
gng_Latn	199	24	223	125410	15124	140534	804.18KB	68.58KB	872.76KB	fineweb-2
ccp_Latn	197	32	229	46867	7612	54479	401.59KB	185.19KB	586.78KB	fineweb-2
pab_Latn	197	24	221	99745	12151	111896	1015.40KB	80.93KB	1.07MB	fineweb-2
lia_Latn	196	20	216	178074	18170	196244	1.13MB	131.28KB	1.25MB	fineweb-2
nop_Latn	196	16	212	144851	11824	156675	1.18MB	116.64KB	1.29MB	fineweb-2
pad_Latn	195	26	221	165698	22093	187791	1.48MB	236.38KB	1.71MB	fineweb-2
taq_Tfng	195	13	208	67386	4492	71878	1006.25KB	164.80KB	1.14MB	fineweb-2
buk_Latn	194	32	226	185382	30578	215960	1.14MB	213.90KB	1.35MB	fineweb-2
kca_Cyrl	194	24	218	89747	11102	100849	1.05MB	201.05KB	1.25MB	fineweb-2
hvn_Latn	193	33	226	212600	34195	246795	1.06MB	290.71KB	1.35MB	fineweb-2, mala
kss_Latn	193	21	214	78755	8569	87324	562.63KB	108.11KB	670.74KB	fineweb-2
mhl_Latn	193	11	204	177797	10133	187930	1.21MB	65.86KB	1.27MB	fineweb-2
kas_Cyrl	193	25	218	8206	1063	9269	203.25KB	34.67KB	237.92KB	mala
tby_Latn	192	15	207	152527	11916	164443	1.12MB	63.75KB	1.18MB	fineweb-2
khz_Latn	191	21	212	148024	16274	164298	1.15MB	138.15KB	1.28MB	fineweb-2
yle_Latn	191	21	212	187319	20595	207914	1.24MB	102.54KB	1.34MB	fineweb-2
ain_Latn	190	20	210	62553	6584	69137	496.31KB	136.41KB	632.72KB	fineweb-2
ifb_Latn	189	16	205	147762	12508	160270	1002.73KB	81.79KB	1.06MB	fineweb-2
kmo_Latn	189	14	203	169237	12536	181773	1.14MB	85.34KB	1.22MB	fineweb-2
meq_Latn	189	29	218	197042	30233	227275	1.14MB	168.70KB	1.30MB	fineweb-2
yml_Latn	189	20	209	181391	19194	200585	1.37MB	185.92KB	1.56MB	fineweb-2
niq_Latn	189	29	218	84163	12914	97077	607.45KB	155.69KB	763.14KB	mala
pem_Latn	187	23	210	44109	5425	49534	417.10KB	78.46KB	495.56KB	fineweb-2
dah_Latn	186	30	216	227675	36721	264396	1.49MB	250.59KB	1.73MB	fineweb-2
kze_Latn	185	22	207	122095	14519	136614	1.37MB	168.20KB	1.53MB	fineweb-2
mva_Latn	184	19	203	168205	17369	185574	1.25MB	122.97KB	1.37MB	fineweb-2
dgr_Latn	183	19	202	93045	9660	102705	964.07KB	84.71KB	1.02MB	fineweb-2
zpv_Latn	183	17	200	160966	14953	175919	1.19MB	130.89KB	1.32MB	fineweb-2
aly_Latn	182	22	204	100826	12187	113013	1.12MB	149.24KB	1.27MB	fineweb-2
cso_Latn	182	24	206	177583	23417	201000	1.58MB	200.36KB	1.78MB	fineweb-2
gaw_Latn	182	25	207	176608	24259	200867	1.14MB	183.41KB	1.32MB	fineweb-2
snp_Latn	182	19	201	179087	18695	197782	1.22MB	100.88KB	1.31MB	fineweb-2
kmu_Latn	181	23	204	155949	18141	174090	1.31MB	156.81KB	1.46MB	fineweb-2, mala
ksr_Latn	181	20	201	170185	18804	188989	1.33MB	188.03KB	1.51MB	fineweb-2
opm_Latn	180	23	203	199532	25495	225027	1.29MB	105.51KB	1.39MB	fineweb-2
bch_Latn	178	35	213	170231	33472	203703	1.01MB	249.49KB	1.26MB	fineweb-2
xtn_Latn	178	25	203	191535	26901	218436	840.39KB	400.39KB	1.21MB	fineweb-2
wuv_Latn	177	13	190	132938	9763	142701	933.82KB	61.75KB	995.57KB	fineweb-2
rki_Mymr	177	28	205	73302	11595	84897	2.34MB	800.07KB	3.12MB	mala
heg_Latn	175	10	185	185255	10586	195841	1.00MB	88.23KB	1.09MB	fineweb-2
muh_Latn	175	23	198	256339	33690	290029	1.30MB	185.59KB	1.48MB	fineweb-2
kpw_Latn	174	21	195	198821	23995	222816	1.23MB	131.18KB	1.35MB	fineweb-2
leu_Latn	174	10	184	176847	10163	187010	1.00MB	88.81KB	1.09MB	fineweb-2
ogo_Latn	174	15	189	62473	5385	67858	353.57KB	171.63KB	525.20KB	fineweb-2
rro_Latn	174	12	186	129342	8920	138262	964.01KB	102.50KB	1.04MB	fineweb-2
rtm_Latn	174	29	203	143543	23923	167466	822.23KB	191.81KB	1014.04KB	fineweb-2
kpv_Latn	174	58	232	3154	1051	4205	123.11KB	46.96KB	170.07KB	mala
hrx_Latn	173	26	199	164589	24735	189324	572.75KB	873.60KB	1.41MB	fineweb-2
kwj_Latn	172	26	198	172598	26090	198688	1.14MB	68.73KB	1.21MB	fineweb-2
kpf_Latn	171	13	184	113500	8628	122128	947.31KB	24.85KB	972.16KB	fineweb-2
tte_Latn	171	12	183	133057	9337	142394	1.04MB	143.96KB	1.18MB	fineweb-2
nim_Latn	170	18	188	77034	8156	85190	753.80KB	87.44KB	841.24KB	fineweb-2
yuw_Latn	170	16	186	161230	15174	176404	1.16MB	128.46KB	1.29MB	fineweb-2
aoz_Latn	169	17	186	42393	4264	46657	291.74KB	132.27KB	424.02KB	fineweb-2
akb_Latn	168	26	194	134791	20671	155462	784.02KB	282.03KB	1.04MB	fineweb-2, mala
gnw_Latn	166	15	181	93254	8426	101680	736.86KB	42.42KB	779.28KB	fineweb-2
keo_Latn	165	18	183	142017	15492	157509	853.50KB	114.16KB	967.66KB	fineweb-2
bhw_Latn	163	18	181	24808	2739	27547	286.55KB	29.51KB	316.06KB	fineweb-2
caq_Latn	163	13	176	79862	6369	86231	629.34KB	35.86KB	665.20KB	fineweb-2
ceg_Latn	163	19	182	142264	16582	158846	972.21KB	122.30KB	1.07MB	fineweb-2
mrw_Latn	163	22	185	345579	46511	392090	1.68MB	721.33KB	2.38MB	fineweb-2, mala
ybb_Latn	162	32	194	74490	14692	89182	518.86KB	276.08KB	794.94KB	fineweb-2, mala
crm_Cans	161	19	180	95765	11301	107066	1.22MB	141.60KB	1.36MB	fineweb-2
laj_Latn	161	28	189	148550	24093	172643	702.05KB	273.48KB	975.54KB	fineweb-2, mala
mxv_Latn	161	19	180	77306	9123	86429	584.50KB	163.08KB	747.58KB	fineweb-2
ubr_Latn	161	19	180	135582	16000	151582	946.75KB	66.99KB	1013.74KB	fineweb-2
tvk_Latn	160	41	201	147377	37765	185142	953.11KB	149.78KB	1.08MB	fineweb-2
czt_Latn	159	28	187	43109	7591	50700	406.71KB	114.16KB	520.87KB	fineweb-2
dje_Latn	159	18	177	110598	10358	120956	547.55KB	170.84KB	718.38KB	fineweb-2, mala
zac_Latn	159	26	185	87547	14316	101863	760.29KB	49.57KB	809.86KB	fineweb-2
gso_Latn	158	25	183	136346	21573	157919	787.14KB	131.32KB	918.46KB	fineweb-2
hae_Latn	158	11	169	61667	4293	65960	584.60KB	91.05KB	675.65KB	fineweb-2
kjs_Latn	158	35	193	120048	26592	146640	952.36KB	133.89KB	1.06MB	fineweb-2
xmv_Latn	158	23	181	55791	8121	63912	498.66KB	79.25KB	577.91KB	fineweb-2
nwi_Latn	157	27	184	143258	23468	166726	1.12MB	184.98KB	1.30MB	fineweb-2, mala
ann_Latn	156	22	178	59991	9534	69525	425.96KB	120.95KB	546.91KB	fineweb-2, mala
wrs_Latn	156	14	170	127933	11481	139414	1.03MB	61.19KB	1.09MB	fineweb-2
zpc_Latn	156	22	178	125516	17701	143217	1.05MB	154.63KB	1.21MB	fineweb-2
gld_Cyrl	156	24	180	6563	1009	7572	149.07KB	32.87KB	181.94KB	mala
bzi_Thai	155	24	179	89371	14973	104344	1.48MB	165.17KB	1.64MB	fineweb-2, mala
guk_Ethi	155	21	176	80173	10862	91035	1001.99KB	139.72KB	1.11MB	fineweb-2
nhy_Latn	155	27	182	94279	16422	110701	836.21KB	100.31KB	936.52KB	fineweb-2
mca_Latn	154	16	170	61781	6418	68199	508.18KB	95.54KB	603.71KB	fineweb-2
uvh_Latn	154	15	169	193526	18850	212376	1.28MB	130.04KB	1.40MB	fineweb-2
cap_Latn	153	19	172	80819	10036	90855	858.59KB	85.05KB	943.64KB	fineweb-2
lwg_Latn	153	14	167	36202	3312	39514	295.18KB	134.26KB	429.45KB	fineweb-2
mox_Latn	153	18	171	142528	16768	159296	1.02MB	127.82KB	1.15MB	fineweb-2
dga_Latn	152	16	168	68861	7248	76109	423.92KB	88.76KB	512.68KB	fineweb-2
kak_Latn	152	45	197	13042	5848	18890	126.69KB	67.20KB	193.89KB	fineweb-2, mala
kne_Latn	152	14	166	78409	7221	85630	563.25KB	36.88KB	600.13KB	fineweb-2
lac_Latn	152	26	178	180393	30856	211249	1.13MB	89.17KB	1.21MB	fineweb-2
awx_Latn	151	32	183	71974	15252	87226	661.11KB	172.65KB	833.76KB	fineweb-2
bim_Latn	151	16	167	226191	39701	265892	822.90KB	595.23KB	1.38MB	fineweb-2, mala
mej_Latn	151	27	178	118248	21143	139391	812.45KB	105.64KB	918.10KB	fineweb-2
ppo_Latn	151	17	168	151323	17036	168359	1.11MB	121.81KB	1.22MB	fineweb-2
msm_Latn	151	25	176	161697	26771	188468	973.80KB	176.13KB	1.12MB	mala
uvl_Latn	150	12	162	170264	13621	183885	1002.38KB	82.28KB	1.06MB	fineweb-2
wos_Latn	150	26	176	166950	28938	195888	1.14MB	231.75KB	1.37MB	fineweb-2
rav_Deva	149	20	169	81433	10930	92363	1.60MB	220.95KB	1.81MB	fineweb-2
caf_Latn	148	15	163	107121	10856	117977	859.10KB	82.67KB	941.77KB	fineweb-2
ong_Latn	148	8	156	164656	8900	173556	993.02KB	51.53KB	1.02MB	fineweb-2
aba_Latn	147	15	162	30869	3149	34018	306.24KB	41.21KB	347.45KB	fineweb-2
amn_Latn	147	10	157	127778	8692	136470	856.71KB	56.60KB	913.32KB	fineweb-2
chf_Latn	147	15	162	120230	12268	132498	814.15KB	34.95KB	849.10KB	fineweb-2
mek_Latn	147	12	159	137787	11247	149034	971.83KB	77.02KB	1.02MB	fineweb-2
snc_Latn	147	12	159	114257	9327	123584	1005.03KB	71.85KB	1.05MB	fineweb-2
nin_Latn	146	35	181	89748	21515	111263	605.33KB	188.08KB	793.42KB	fineweb-2
tkl_Latn	146	19	165	59760	7776	67536	361.10KB	101.12KB	462.23KB	fineweb-2
arq_Arab	145	22	167	41883	6354	48237	610.48KB	155.63KB	766.10KB	fineweb-2
npl_Latn	145	17	162	76510	8970	85480	715.09KB	50.12KB	765.21KB	fineweb-2
mic_Latn	144	8	152	79622	4423	84045	707.39KB	73.25KB	780.65KB	fineweb-2
txq_Latn	144	12	156	90259	7521	97780	604.04KB	66.10KB	670.14KB	fineweb-2
crk_Cans	142	12	154	50547	4271	54818	899.40KB	99.81KB	999.21KB	fineweb-2
zaw_Latn	141	33	174	39111	9152	48263	402.67KB	66.19KB	468.85KB	fineweb-2, mala
cdo_Hani	141	21	162	3327	495	3822	298.21KB	92.21KB	390.42KB	mala
abz_Latn	140	16	156	22336	2552	24888	228.86KB	34.62KB	263.49KB	fineweb-2
lew_Latn	140	22	162	26356	4141	30497	277.98KB	42.94KB	320.92KB	fineweb-2
rmq_Latn	140	21	161	53408	8011	61419	402.22KB	142.87KB	545.09KB	fineweb-2
kms_Latn	139	27	166	147141	28717	175858	869.90KB	136.69KB	1006.59KB	fineweb-2, mala
sll_Latn	137	14	151	139491	14254	153745	846.39KB	79.34KB	925.74KB	fineweb-2
nss_Latn	136	33	169	79477	19285	98762	628.02KB	118.92KB	746.93KB	fineweb-2
plu_Latn	135	17	152	72675	9151	81826	571.38KB	96.59KB	667.97KB	fineweb-2
zab_Latn	135	36	171	86145	22972	109117	519.67KB	277.21KB	796.88KB	fineweb-2
zat_Latn	135	28	163	101011	20950	121961	726.33KB	183.85KB	910.18KB	fineweb-2
thl_Deva	135	16	151	13955	1653	15608	256.72KB	31.76KB	288.49KB	mala
mie_Latn	134	18	152	78956	10606	89562	637.86KB	102.80KB	740.66KB	fineweb-2
cek_Latn	133	23	156	88976	15386	104362	536.98KB	149.08KB	686.06KB	fineweb-2
snf_Latn	133	21	154	91206	14401	105607	750.90KB	79.77KB	830.67KB	fineweb-2
bef_Latn	132	18	150	102649	14064	116713	800.75KB	105.83KB	906.58KB	fineweb-2, mala
caa_Latn	132	17	149	123093	15853	138946	891.86KB	66.67KB	958.54KB	fineweb-2
gvf_Latn	131	24	155	149238	27341	176579	905.83KB	167.13KB	1.05MB	fineweb-2
hub_Latn	131	11	142	60612	5089	65701	571.29KB	52.24KB	623.53KB	fineweb-2
mbl_Latn	131	14	145	104538	11172	115710	785.83KB	50.87KB	836.70KB	fineweb-2
kqw_Latn	130	22	152	133357	22568	155925	710.92KB	126.73KB	837.64KB	fineweb-2
mbs_Latn	130	15	145	78631	9072	87703	494.85KB	121.46KB	616.32KB	fineweb-2
nus_Latn	130	22	152	74783	12655	87438	497.01KB	129.26KB	626.27KB	fineweb-2
aia_Latn	129	17	146	102946	13644	116590	713.57KB	109.60KB	823.18KB	fineweb-2, mala
nsn_Latn	129	29	158	95016	20991	116007	726.95KB	83.51KB	810.46KB	fineweb-2, mala
wer_Latn	128	18	146	108760	15294	124054	788.69KB	116.94KB	905.63KB	fineweb-2
agm_Latn	127	18	145	137922	19548	157470	1.40MB	245.51KB	1.64MB	fineweb-2
guo_Latn	127	13	140	81651	8358	90009	811.72KB	85.46KB	897.18KB	fineweb-2
mav_Latn	127	15	142	91900	10854	102754	683.42KB	71.02KB	754.45KB	fineweb-2
prg_Latn	127	9	136	26949	1909	28858	284.00KB	36.08KB	320.08KB	fineweb-2
kpx_Latn	126	8	134	94883	6024	100907	708.58KB	40.02KB	748.60KB	fineweb-2
mqy_Latn	126	24	150	92187	17474	109661	613.09KB	111.41KB	724.50KB	fineweb-2, mala
mti_Latn	124	12	136	90014	8711	98725	635.31KB	55.31KB	690.63KB	fineweb-2
nab_Latn	124	18	142	61337	8903	70240	1.39MB	222.24KB	1.61MB	fineweb-2
otm_Latn	124	12	136	124404	12039	136443	745.26KB	83.43KB	828.69KB	fineweb-2
xuo_Latn	124	10	134	19503	1572	21075	175.58KB	25.94KB	201.52KB	fineweb-2
auy_Latn	123	16	139	87042	11322	98364	983.30KB	127.58KB	1.08MB	fineweb-2
tbo_Latn	123	12	135	95871	9353	105224	662.65KB	76.99KB	739.64KB	fineweb-2
nii_Latn	122	17	139	159988	22293	182281	897.67KB	144.56KB	1.02MB	fineweb-2
row_Latn	122	15	137	117742	14476	132218	789.50KB	103.22KB	892.73KB	fineweb-2
zgh_Tfng	122	12	134	42572	4187	46759	597.23KB	132.10KB	729.33KB	fineweb-2
nog_Latn	122	46	168	3472	1309	4781	277.77KB	91.88KB	369.65KB	mala
nhg_Latn	121	32	153	67272	17790	85062	658.33KB	97.65KB	755.98KB	fineweb-2
ssg_Latn	121	10	131	102724	8489	111213	666.07KB	58.35KB	724.41KB	fineweb-2
kwd_Latn	120	30	150	120755	26656	147411	716.95KB	211.09KB	928.04KB	fineweb-2, mala
oji_Latn	120	15	135	30798	3849	34647	321.23KB	61.82KB	383.05KB	mala
big_Latn	119	20	139	99466	16717	116183	761.89KB	156.15KB	918.04KB	fineweb-2
bjp_Latn	119	36	155	101229	30623	131852	622.86KB	136.37KB	759.23KB	fineweb-2
wnc_Latn	119	13	132	121108	13230	134338	910.10KB	116.88KB	1.00MB	fineweb-2
bqp_Latn	118	23	141	73119	14252	87371	496.57KB	133.72KB	630.29KB	fineweb-2
cto_Latn	118	9	127	49665	3788	53453	513.72KB	41.27KB	555.00KB	fineweb-2
mcd_Latn	118	10	128	87080	7379	94459	705.14KB	101.33KB	806.48KB	fineweb-2
mcp_Latn	118	17	135	47667	6867	54534	356.91KB	87.43KB	444.35KB	fineweb-2
mur_Latn	117	12	129	88489	9075	97564	601.18KB	64.70KB	665.88KB	fineweb-2
ady_Latn	117	48	165	3508	1439	4947	65.51KB	48.12KB	113.63KB	mala
guz_Latn	116	8	124	33336	2299	35635	262.97KB	100.64KB	363.61KB	fineweb-2
mee_Latn	116	14	130	138131	16670	154801	848.84KB	102.09KB	950.93KB	fineweb-2
wls_Latn	116	17	133	33940	4973	38913	241.33KB	87.95KB	329.28KB	fineweb-2
adh_Latn	115	27	142	41561	9979	51540	298.83KB	95.87KB	394.70KB	fineweb-2, mala
emi_Latn	115	10	125	84165	7318	91483	587.24KB	56.38KB	643.62KB	fineweb-2
idu_Latn	115	36	151	56462	17675	74137	256.36KB	304.44KB	560.80KB	fineweb-2
yut_Latn	115	15	130	106666	13913	120579	760.39KB	102.74KB	863.13KB	fineweb-2
chy_Latn	115	20	135	2496	434	2930	62.49KB	17.42KB	79.91KB	mala
